X;Y
2,91235639;-1,234726344
2,091915451;-1,909595634
-0,620290135;-0,081185862
3,16081069;-0,655265323
-0,215633223;-2,310566422
1,042857039;-2,378133451
1,515652907;-0,577521414
2,466017593;-0,050354098
1,756744596;-0,887244072
0,933800871;-1,50905649
0,465423641;-1,203483107
0,535567401;-2,399145683
0,424242924;-1,278988291
2,452956046;-1,206518909
0,108836985;-0,10813762
0,918087087;-0,855719205
1,224795419;-1,476163433
2,840316861;-2,499931815
1,643937303;-0,365257999
1,301564561;-2,011548441
0,951389947;-1,467747974
0,92981463;-0,68896167
1,393357992;-1,070718442
0,570455238;-0,393279937
2,168707546;-2,681084296
2,295779449;-1,533462875
0,65357654;-0,52978477
0,072652891;-1,231753829
1,797780412;-1,824921055
1,744844368;-1,807299418
0,081300018;-0,427999959
0,33192072;-0,764905391
1,50820325;-1,962316424
0,209232203;-2,418895657
2,658741449;1,153119552
2,527324295;-1,583354448
1,275649477;0,430361557
1,549996456;-0,969540459
2,001080684;-0,732138409
3,562927904;-0,25562873
1,095390703;-0,629757878
2,789377538;-2,290876189
0,664796501;-0,965726002
2,357071884;-0,074178518
1,105753872;-0,020334803
0,619022108;-1,417216242
1,062758903;0,741741661
1,777179499;-0,800811162
1,924230956;0,252280423
2,673074362;-0,992759498
1,691852807;-1,748938962
1,49691975;-0,048600221
1,940474266;-1,703019625
1,340219679;-1,212491302
1,289260206;-0,053857315
2,962780152;-0,765886433
1,856167128;-0,745721689
2,177799253;-1,993984164
1,582140282;-2,76222308
2,409952055;-0,439125107
1,570430439;-1,210404011
1,763522417;-1,212342071
1,849820832;-0,635458912
0,966947766;-0,844621401
0,390554533;-2,0917727
1,726656777;-0,030542604
2,012098981;-0,041453443
1,268916838;-2,821749953
1,509546229;-0,896733737
-0,381498437;-1,950226148
1,862701642;-2,612898279
1,451421671;-1,64837784
1,997250771;-1,886619278
2,595077817;-1,018348036
2,604484951;0,410004591
1,990849647;-0,172663358
1,453171818;-0,798119938
1,087723405;0,549474924
0,077085421;-2,220620586
0,758975811;-0,476881762
1,133821084;-0,516277989
-0,17964387;-0,781574287
0,172203093;-1,880790288
0,899364765;-0,123885091
1,011399606;-1,143621473
2,38574671;-0,211403077
